year_initial,month_initial,day_initial,year_final,month_final,day_final,site,level,avg,products,download,longitude,latitude
2023,06,01,2023,08,31,DRAGON_BLLRT,10,10,aod,on,-76.578242,39.389385
2023,06,01,2023,08,31,DRAGON_BTMDL,10,10,aod,on,-76.441601,39.238826
2023,06,01,2023,08,31,DRAGON_CPSDN,10,10,aod,on,-76.462915,39.110656
2023,06,01,2023,08,31,DRAGON_BLDND,10,10,aod,on,-76.519504,39.258315
2023,06,01,2023,08,31,DRAGON_ONNGS,10,10,aod,on,-76.81912,39.387756
2023,06,01,2023,08,31,DRAGON_BLTCC,10,10,aod,on,-76.688429,39.362201
2023,06,01,2023,08,31,DRAGON_MNKTN,10,10,aod,on,-76.652318,39.572926
2023,06,01,2023,08,31,DRAGON_FLLST,10,10,aod,on,-76.413318,39.522366
2023,06,01,2023,08,31,DRAGON_BATMR,10,10,aod,on,-76.47555,39.398913
2023,06,01,2023,08,31,DRAGON_EDCMS,10,10,aod,on,-76.560012,38.922218
2023,06,01,2023,08,31,Farmington_RSVP,10,10,aod,on,-108.479991,36.797383
2023,06,01,2023,08,31,DRAGON_WileyFord,10,10,aod,on,-78.773648,39.610446
2023,06,01,2023,08,31,DRAGON_Bainbridge,10,10,aod,on,-76.074122,39.606044
2023,06,01,2023,08,31,DRAGON_PineyOrchard,10,10,aod,on,-76.719202,39.060781
2023,06,01,2023,08,31,DRAGON_KentIsland,10,10,aod,on,-76.307864,38.9793
2023,06,01,2023,08,31,DRAGON_BelAir,10,10,aod,on,-76.263098,39.500014
2023,06,01,2023,08,31,DRAGON_Pasadena,10,10,aod,on,-76.45544,39.111638
2023,06,01,2023,08,31,DRAGON_Pylesville,10,10,aod,on,-76.405349,39.67515
2023,06,01,2023,08,31,DRAGON_EaglePoint,10,10,aod,on,-76.27,39.397778
2023,06,01,2023,08,31,DRAGON_Worton,10,10,aod,on,-76.091633,39.285436
2023,06,01,2023,08,31,Key_Biscayne2,10,10,aod,on,-80.16333,25.731966
2023,06,01,2023,08,31,Grand_Forks,10,10,aod,on,-97.32545,47.91175
2023,06,01,2023,08,31,NEON17-SJER,10,10,aod,on,-119.722136,37.090419
2023,06,01,2023,08,31,Sandia_NM_PSEL,10,10,aod,on,-106.540069,35.054583
2023,06,01,2023,08,31,Fresno_2,10,10,aod,on,-119.77302,36.78537
2023,06,01,2023,08,31,Univ_of_Nevada-Reno,10,10,aod,on,-119.814033,39.540867
2023,06,01,2023,08,31,NEON_CVALLA,10,10,aod,on,-105.16725,40.16063
2023,06,01,2023,08,31,U_of_Wisconsin_SSEC,10,10,aod,on,-89.411354,43.072492
2023,06,01,2023,08,31,ARM_Barnstable_MA,10,10,aod,on,-70.290061,41.669589
2023,06,01,2023,08,31,DRAGON_Garland,10,10,aod,on,-119.77302,36.78537
2023,06,01,2023,08,31,NEON_GrandJunction,10,10,aod,on,-108.5355,39.1271
2023,06,01,2023,08,31,NEON_Ivanpah,10,10,aod,on,-115.38178,35.550655
2023,06,01,2023,08,31,ARM_Highlands_MA,10,10,aod,on,-70.049317,42.030478
2023,06,01,2023,08,31,NEON_HighParkFire,10,10,aod,on,-105.335581,40.624173
2023,06,01,2023,08,31,NEON_HarvardForest,10,10,aod,on,-72.189899,42.533074
2023,06,01,2023,08,31,DRAGON_Bakersfield,10,10,aod,on,-119.000008,35.331506
2023,06,01,2023,08,31,DRAGON_Shafter,10,10,aod,on,-119.2725,35.50361
2023,06,01,2023,08,31,DRAGON_Clovis,10,10,aod,on,-119.71639,36.81931
2023,06,01,2023,08,31,DRAGON_Corcoran,10,10,aod,on,-119.56583,36.10222
2023,06,01,2023,08,31,DRAGON_Drummond,10,10,aod,on,-119.74139,36.70556
2023,06,01,2023,08,31,DRAGON_Hanford,10,10,aod,on,-119.64323,36.31572
2023,06,01,2023,08,31,DRAGON_Madera_City,10,10,aod,on,-120.034418,36.953162
2023,06,01,2023,08,31,DRAGON_Parlier,10,10,aod,on,-119.50369,36.59744
2023,06,01,2023,08,31,DRAGON_Tranquility,10,10,aod,on,-120.38234,36.63434
2023,06,01,2023,08,31,UH_Coastal_Center,10,10,aod,on,-95.0425,29.3883
2023,06,01,2023,08,31,DRAGON_Porterville,10,10,aod,on,-119.05505,36.03179
2023,06,01,2023,08,31,DRAGON_Visalia,10,10,aod,on,-119.39301,36.31411
2023,06,01,2023,08,31,DRAGON_Huron,10,10,aod,on,-120.10545,36.20615
2023,06,01,2023,08,31,DRAGON_Arvin,10,10,aod,on,-118.78781,35.237959
2023,06,01,2023,08,31,SEARCH-Centreville2,10,10,aod,on,-87.24968,32.90289
2023,06,01,2023,08,31,Santa_Monica_Colg,10,10,aod,on,-118.47113,34.01685
2023,06,01,2023,08,31,DRAGON_Conroe,10,10,aod,on,-95.425,30.350278
2023,06,01,2023,08,31,DRAGON_NW_Harris_CO,10,10,aod,on,-95.673889,30.039444
2023,06,01,2023,08,31,DRAGON_Aldine,10,10,aod,on,-95.326125,29.901037
2023,06,01,2023,08,31,DRAGON_West_Houston,10,10,aod,on,-95.656944,29.833056
2023,06,01,2023,08,31,DRAGON_UH_W_Liberty,10,10,aod,on,-94.9781,30.0583
2023,06,01,2023,08,31,DRAGON_Clinton,10,10,aod,on,-95.2575,29.733611
2023,06,01,2023,08,31,DRAGON_UH_Sugarland,10,10,aod,on,-95.652,29.5741
2023,06,01,2023,08,31,DRAGON_Channel_View,10,10,aod,on,-95.125556,29.8025
2023,06,01,2023,08,31,DRAGON_Deer_Park,10,10,aod,on,-95.128485,29.670046
2023,06,01,2023,08,31,DRAGON_SeabrookPark,10,10,aod,on,-95.015544,29.583047
2023,06,01,2023,08,31,DRAGON_ManvelCroix,10,10,aod,on,-95.392522,29.520427
2023,06,01,2023,08,31,DRAGON_Galveston,10,10,aod,on,-94.861289,29.254474
2023,06,01,2023,08,31,DRAGON_Smith_Point,10,10,aod,on,-94.786969,29.546111
2023,06,01,2023,08,31,SEARCH-Centreville,10,10,aod,on,-87.24968,32.90289
2023,06,01,2023,08,31,SEARCH-Yorkville,10,10,aod,on,-85.04555,33.92833
2023,06,01,2023,08,31,SEARCH-OLF,10,10,aod,on,-87.37531,30.54997
2023,06,01,2023,08,31,Dolly_Sods,10,10,aod,on,-79.43,39.11
2023,06,01,2023,08,31,Boyd_County_MS,10,10,aod,on,-82.700033,38.427461
2023,06,01,2023,08,31,IMPROVE-MammothCave,10,10,aod,on,-86.1479,37.1318
2023,06,01,2023,08,31,St_Louis_University,10,10,aod,on,-90.231552,38.636342
2023,06,01,2023,08,31,Mingo,10,10,aod,on,-90.1432,36.9717
2023,06,01,2023,08,31,Upper_Buffalo,10,10,aod,on,-93.203,35.8258
2023,06,01,2023,08,31,Cape_Romain,10,10,aod,on,-79.6572,32.941
2023,06,01,2023,08,31,EPA-Res_Triangle_Pk,10,10,aod,on,-78.87,35.88
2023,06,01,2023,08,31,Caldwell_Parish_HS,10,10,aod,on,-92.096277,32.060303
2023,06,01,2023,08,31,SP_Bayboro,10,10,aod,on,-82.633,27.76155
2023,06,01,2023,08,31,Leland_HS,10,10,aod,on,-90.89285,33.402128
2023,06,01,2023,08,31,Tallahassee,10,10,aod,on,-84.29935,30.445833
2023,06,01,2023,08,31,ORS_Hermosillo,10,10,aod,on,-111.145556,29.0275
2023,06,01,2023,08,31,White_Salmon,10,10,aod,on,-121.5125,45.76666
2023,06,01,2023,08,31,NEON_Sterling,10,10,aod,on,-103.029297,40.461903
2023,06,01,2023,08,31,DRAGON_Galveston_DP,10,10,aod,on,-94.861289,29.254474
2023,06,01,2023,08,31,Calipso_Carthage,10,10,aod,on,-94.06627,32.06434
2023,06,01,2023,08,31,Calipso_Sabine_Frst,10,10,aod,on,-93.867433,31.6073
2023,06,01,2023,08,31,Baskin,10,10,aod,on,-91.73866,32.28222
2023,06,01,2023,08,31,Cat_Spring,10,10,aod,on,-96.325617,29.82905
2023,06,01,2023,08,31,NW_Chapel_Hill,10,10,aod,on,-79.0934,35.9712
2023,06,01,2023,08,31,James_Res_Center,10,10,aod,on,-76.659176,35.872594
2023,06,01,2023,08,31,NEON-CASTNET,10,10,aod,on,-105.542538,40.278572
2023,06,01,2023,08,31,NEON-CPER,10,10,aod,on,-104.744238,40.812444
2023,06,01,2023,08,31,NEON-HQ,10,10,aod,on,-105.245625,40.016681
2023,06,01,2023,08,31,NEON-RailroadValley,10,10,aod,on,-115.691,38.497
2023,06,01,2023,08,31,NEON-SoaprootSaddle,10,10,aod,on,-119.281139,37.037434
2023,06,01,2023,08,31,DRAGON_Chatfield_Pk,10,10,aod,on,-105.070365,39.5345
2023,06,01,2023,08,31,DRAGON_DenverLaCasa,10,10,aod,on,-105.00518,39.77949
2023,06,01,2023,08,31,DRAGON_Fort_Collins,10,10,aod,on,-105.14141,40.592795
2023,06,01,2023,08,31,DRAGON_NREL-Golden,10,10,aod,on,-105.17799,39.743725
2023,06,01,2023,08,31,DRAGON_Platteville,10,10,aod,on,-104.7261,40.182765
2023,06,01,2023,08,31,DRAGON_Boulder,10,10,aod,on,-105.261325,39.991859
2023,06,01,2023,08,31,DRAGON_Niwot_Ridge,10,10,aod,on,-105.533313,40.031795
2023,06,01,2023,08,31,DRAGON_Welch,10,10,aod,on,-105.13951,39.63878
2023,06,01,2023,08,31,DRAGON_Weld_Co_Twr,10,10,aod,on,-104.737445,40.38636
2023,06,01,2023,08,31,DRAGON_Aurora_East,10,10,aod,on,-104.56913,39.63854
2023,06,01,2023,08,31,Maggie_Valley,10,10,aod,on,-83.09473,35.519816
2023,06,01,2023,08,31,Sigma_Space_Corp,10,10,aod,on,-76.836472,38.953
2023,06,01,2023,08,31,DRAGON_Rocky_Flats,10,10,aod,on,-105.188575,39.912795
2023,06,01,2023,08,31,Easton-MDE,10,10,aod,on,-76.08425,38.794972
2023,06,01,2023,08,31,NEON_Bartlett,10,10,aod,on,-71.287203,44.063881
2023,06,01,2023,08,31,NEON_Harvard,10,10,aod,on,-72.172661,42.5369
2023,06,01,2023,08,31,NEON-Disney,10,10,aod,on,-81.4362,28.125039
2023,06,01,2023,08,31,NEON_OSBS,10,10,aod,on,-81.993431,29.689269
2023,06,01,2023,08,31,USGS_Flagstaff_ROLO,10,10,aod,on,-111.63442,35.21484
2023,06,01,2023,08,31,NEON_RMNP,10,10,aod,on,-105.545972,40.2759
2023,06,01,2023,08,31,NEON_SCBI,10,10,aod,on,-78.1395,38.892919
2023,06,01,2023,08,31,NEON_UNDE,10,10,aod,on,-89.53725,46.233881
2023,06,01,2023,08,31,NEON_OAES,10,10,aod,on,-99.05879,35.41059
2023,06,01,2023,08,31,NEON_TALL,10,10,aod,on,-87.393269,32.950461
2023,06,01,2023,08,31,NEON_ORNL,10,10,aod,on,-84.282588,35.964128
2023,06,01,2023,08,31,Taylor_Ranch_TWRS,10,10,aod,on,-114.84995,45.1035
2023,06,01,2023,08,31,NEON_ONAQ,10,10,aod,on,-112.452439,40.177589
2023,06,01,2023,08,31,Wallops_ACHIEVE,10,10,aod,on,-75.471,37.933486
2023,06,01,2023,08,31,NEON_KONZ,10,10,aod,on,-96.56309,39.10077
2023,06,01,2023,08,31,NEON_WOOD,10,10,aod,on,-99.241356,47.128228
2023,06,01,2023,08,31,NEON_MOAB,10,10,aod,on,-109.388269,38.248331
2023,06,01,2023,08,31,Pagosa_Springs,10,10,aod,on,-107.050258,37.270278
2023,06,01,2023,08,31,NEON_MLBS,10,10,aod,on,-80.524836,37.378306
2023,06,01,2023,08,31,USC_SEAPRISM_2,10,10,aod,on,-118.11782,33.56371
2023,06,01,2023,08,31,NEON_SERC,10,10,aod,on,-76.560017,38.890117
2023,06,01,2023,08,31,NEON_UKFS,10,10,aod,on,-95.19215,39.040431
2023,06,01,2023,08,31,NEON_LENO,10,10,aod,on,-88.161219,31.853881
2023,06,01,2023,08,31,Bakersfield,10,10,aod,on,-119.000008,35.331506
2023,06,01,2023,08,31,Lake_Erie,10,10,aod,on,-83.1936,41.8256
2023,06,01,2023,08,31,NASA_KSC,10,10,aod,on,-80.663476,28.463763
2023,06,01,2023,08,31,Modesto,10,10,aod,on,-120.99422,37.64217
2023,06,01,2023,08,31,Mount_Wilson,10,10,aod,on,-118.0559,34.2247
2023,06,01,2023,08,31,UACJ_UNAM_ORS,10,10,aod,on,-106.431667,31.743333
2023,06,01,2023,08,31,Mesa_Lakes,10,10,aod,on,-108.0981,39.052
2023,06,01,2023,08,31,DigitalGlobe_Cal,10,10,aod,on,-105.13722,40.13889
2023,06,01,2023,08,31,NEON_NIWO,10,10,aod,on,-105.582369,40.05425
2023,06,01,2023,08,31,NEON_GRSM,10,10,aod,on,-83.50195,35.688961
2023,06,01,2023,08,31,NEON_CLBJ,10,10,aod,on,-97.57,33.40123
2023,06,01,2023,08,31,NEON_SRER,10,10,aod,on,-110.835489,31.910681
2023,06,01,2023,08,31,SDSU_IPLab,10,10,aod,on,-96.786075,44.314828
2023,06,01,2023,08,31,NEON_SJER,10,10,aod,on,-119.73228,37.10878
2023,06,01,2023,08,31,NEON_NOGP,10,10,aod,on,-100.91535,46.769719
2023,06,01,2023,08,31,Rexburg_Idaho,10,10,aod,on,-111.78301,43.82011
2023,06,01,2023,08,31,LMOS_Zion_Site,10,10,aod,on,-87.810047,42.467573
2023,06,01,2023,08,31,Hampton_University,10,10,aod,on,-76.3365,37.0204
2023,06,01,2023,08,31,CBBT,10,10,aod,on,-76.0766,37.036667
2023,06,01,2023,08,31,NEON_TEAK,10,10,aod,on,-119.006019,37.005831
2023,06,01,2023,08,31,Spoon_Butte,10,10,aod,on,-104.44255,42.5962
2023,06,01,2023,08,31,PNNL,10,10,aod,on,-119.2788,46.34095
2023,06,01,2023,08,31,NEON_WREF,10,10,aod,on,-121.951912,45.820488
2023,06,01,2023,08,31,ARM_SGP,10,10,aod,on,-97.485619,36.605175
2023,06,01,2023,08,31,Denver_LaCasa,10,10,aod,on,-105.00518,39.77949
2023,06,01,2023,08,31,South_Greenbay,10,10,aod,on,-87.9512,44.59633
2023,06,01,2023,08,31,Lake_Okeechobee,10,10,aod,on,-80.7892,26.9017
2023,06,01,2023,08,31,Granite_Island,10,10,aod,on,-87.412,46.7208
2023,06,01,2023,08,31,Hart_Miller_Island,10,10,aod,on,-76.3628,39.2419
2023,06,01,2023,08,31,HBOI,10,10,aod,on,-80.3569,27.5343
2023,06,01,2023,08,31,Yale_Coastal,10,10,aod,on,-72.7312,41.2583
2023,06,01,2023,08,31,Pinehurst_Idaho,10,10,aod,on,-116.236917,47.536739
2023,06,01,2023,08,31,NEON_YELL,10,10,aod,on,-110.53914,44.95348
2023,06,01,2023,08,31,VirginiaTech,10,10,aod,on,-80.424681,37.230775
2023,06,01,2023,08,31,Alkali_Lake,10,10,aod,on,-117.382,37.8588
2023,06,01,2023,08,31,Railroad_NSPO,10,10,aod,on,-115.692,38.504722
2023,06,01,2023,08,31,Grizzly_Bay,10,10,aod,on,-122.056208,38.108167
2023,06,01,2023,08,31,MAXAR_FUTON,10,10,aod,on,-104.885,40.03556
2023,06,01,2023,08,31,Cliff_Creek_1,10,10,aod,on,-114.843318,45.108708
2023,06,01,2023,08,31,Cliff_Creek_2,10,10,aod,on,-114.843248,45.115091
2023,06,01,2023,08,31,Cliff_Creek_3,10,10,aod,on,-114.836824,45.115417
2023,06,01,2023,08,31,Cliff_Creek_4,10,10,aod,on,-114.83938,45.123432
2023,06,01,2023,08,31,Cliff_Creek_5,10,10,aod,on,-114.846827,45.129928
2023,06,01,2023,08,31,Cliff_Creek_6,10,10,aod,on,-114.845318,45.144171
2023,06,01,2023,08,31,Railroad_Valley2,10,10,aod,on,-115.691,38.497
2023,06,01,2023,08,31,Missoula_Health_Dpt,10,10,aod,on,-113.995597,46.875753
2023,06,01,2023,08,31,Missoula_Pt_Six,10,10,aod,on,-113.986306,47.041333
2023,06,01,2023,08,31,Missoula_Waterworks,10,10,aod,on,-113.987222,46.880881
2023,06,01,2023,08,31,Missoula_Midslope,10,10,aod,on,-114.025889,46.999861
2023,06,01,2023,08,31,Meridian_DEQ,10,10,aod,on,-116.347989,43.600697
2023,06,01,2023,08,31,Cascade_Airport,10,10,aod,on,-116.016825,44.495286
2023,06,01,2023,08,31,McCall_Dragon_1,10,10,aod,on,-116.1962,44.764
2023,06,01,2023,08,31,McCall_Dragon_3,10,10,aod,on,-116.2894,45.0385
2023,06,01,2023,08,31,McCall_Dragon_4,10,10,aod,on,-115.9146,45.2767
2023,06,01,2023,08,31,McCall_Dragon_5,10,10,aod,on,-115.6834,45.2674
2023,06,01,2023,08,31,McCall_Dragon_6,10,10,aod,on,-116.0255,45.4056
2023,06,01,2023,08,31,McCall_Dragon_7,10,10,aod,on,-116.3295,45.4105
2023,06,01,2023,08,31,McCall_AB_Standard,10,10,aod,on,-116.115561,44.870242
2023,06,01,2023,08,31,McCall_AB_Polar,10,10,aod,on,-116.115561,44.870242
2023,06,01,2023,08,31,McCall_Dragon_8,10,10,aod,on,-115.845115,45.268874
2023,06,01,2023,08,31,McCall_Dragon_9,10,10,aod,on,-115.849037,45.272417
2023,06,01,2023,08,31,Salton_Sea,10,10,aod,on,-115.85593,33.16923
2023,06,01,2023,08,31,Sacramento_CARB,10,10,aod,on,-121.49311,38.56844
2023,06,01,2023,08,31,Princeton_Univ,10,10,aod,on,-74.65219,40.35028
2023,06,01,2023,08,31,USDA_ALARC,10,10,aod,on,-111.97339,33.077454
2023,06,01,2023,08,31,Catalina,10,10,aod,on,-110.879547,32.456511
2023,06,01,2023,08,31,London-CDN,10,10,aod,on,-81.27,43.008
2023,06,01,2023,08,31,Dugway_Utah,10,10,aod,on,-113.21408,40.101944
2023,06,01,2023,08,31,Chesapeake_Bay,10,10,aod,on,-76.3489,39.12351
2023,06,01,2023,08,31,Lake_Okeechobee_N,10,10,aod,on,-80.788803,27.139117
2023,06,01,2023,08,31,YUMA_SL,10,10,aod,on,-114.58278,32.644138
2023,06,01,2023,08,31,NREL-Golden,10,10,aod,on,-105.17799,39.743725
2023,06,01,2023,08,31,WFF_X-75_Sci_Obs,10,10,aod,on,-75.477517,37.843908
2023,06,01,2023,08,31,Sacramento_River,10,10,aod,on,-121.88755,38.049531
2023,06,01,2023,08,31,ECCOE-EROS-InstFarm,10,10,aod,on,-96.62185,43.733706
2023,06,01,2023,08,31,ECCOE-Mann-Farm-SD,10,10,aod,on,-98.215017,43.997131
2023,06,01,2023,08,31,ECCOE-SDSU-R-Park,10,10,aod,on,-96.76225,44.321064
2023,06,01,2023,08,31,Lewis-Clark_ID_USA,10,10,aod,on,-117.02717,46.413153
2023,06,01,2023,08,31,Montreal,10,10,aod,on,-73.620786,45.522558
2023,06,01,2023,08,31,OU_NWC,10,10,aod,on,-97.440306,35.181861
2023,06,01,2023,08,31,MammothCUES_CA_USA,10,10,aod,on,-119.029,37.643
2023,06,01,2023,08,31,ECCOE-Edwards-AFB,10,10,aod,on,-117.879672,34.947386
2023,06,01,2023,08,31,UH_Liberty,10,10,aod,on,-94.763,30.096944
2023,06,01,2023,08,31,ARM_Gothic,10,10,aod,on,-106.988,38.956
2023,06,01,2023,08,31,ARM_LaPorte,10,10,aod,on,-95.059,29.669
2023,06,01,2023,08,31,UH_Aldine,10,10,aod,on,-95.326125,29.901111
2023,06,01,2023,08,31,UH_Sugarland,10,10,aod,on,-95.652,29.574167
2023,06,01,2023,08,31,ECCOE-Moneta-WY,10,10,aod,on,-107.695394,43.150422
2023,06,01,2023,08,31,Carmel_Valley,10,10,aod,on,-121.6464,36.4021
2023,06,01,2023,08,31,Roosevelt_HS,10,10,aod,on,-76.868269,38.994375
2023,06,01,2023,08,31,ECCOE-Guymon-OK,10,10,aod,on,-101.4787,36.714822
2023,06,01,2023,08,31,ECCOE-CoconinoNF-AZ,10,10,aod,on,-111.566153,35.447761
2023,06,01,2023,08,31,Seguin_Texas_USA,10,10,aod,on,-97.982997,29.570896
2023,06,01,2023,08,31,Banana_River,10,10,aod,on,-80.63328,28.36699
2023,06,01,2023,08,31,Mohawk_Mountain,10,10,aod,on,-73.29733,41.8214
2023,06,01,2023,08,31,New_Haven,10,10,aod,on,-72.90288,41.301111
2023,06,01,2023,08,31,East_Brunswick,10,10,aod,on,-74.4294,40.4623
2023,06,01,2023,08,31,Flushing,10,10,aod,on,-73.8157,40.734167
2023,06,01,2023,08,31,SUNY_Rockland,10,10,aod,on,-74.0855,41.134722
2023,06,01,2023,08,31,San_Nicolas_Island,10,10,aod,on,-119.5223,33.2799
2023,06,01,2023,08,31,ARM_La_Jolla,10,10,aod,on,-117.256723,32.866906
2023,06,01,2023,08,31,IMPACTS_UConn,10,10,aod,on,-72.258149,41.818175
2023,06,01,2023,08,31,CASP_Watkins_CO_USA,10,10,aod,on,-104.531911,39.786017
2023,06,01,2023,08,31,Chiwaukee_Prairie,10,10,aod,on,-87.8093,42.5047
2023,06,01,2023,08,31,Howard_Univ-IRB,10,10,aod,on,-77.021542,38.919424
2023,06,01,2023,08,31,WC_Whittier_CA,10,10,aod,on,-118.0299,33.9678
2023,06,01,2023,08,31,NPU_Chicago_IL,10,10,aod,on,-87.712,41.9748
2023,06,01,2023,08,31,Turlock_CA_USA,10,10,aod,on,-120.85586,37.52387
2023,06,01,2023,08,31,VCURRC_CharlesCity,10,10,aod,on,-77.205661,37.326192
2023,06,01,2023,08,31,Lubbock_TTU_TX_USA,10,10,aod,on,-102.05054,33.61054
2023,06,01,2023,08,31,GSFC_POLAR,10,10,aod,on,-76.839833,38.9925
2023,06,01,2023,08,31,TEST_Cypress_TX,10,10,aod,on,-95.730018,29.954444
2023,06,01,2023,08,31,South_DeKalb_GA,10,10,aod,on,-84.290493,33.688
2023,06,01,2023,08,31,Frying_Pan_Tower,10,10,aod,on,-77.5901,33.4853
2023,06,01,2023,08,31,Duke_Forest_NC_US,10,10,aod,on,-79.093246,35.970796
2023,06,01,2023,08,31,Corpus_Christi_TX,10,10,aod,on,-97.328741,27.715174
2023,06,01,2023,08,31,SEU_Austin_TX,10,10,aod,on,-97.754365,30.228416
2023,06,01,2023,08,31,Greyhills_Tuba_AZ,10,10,aod,on,-111.22123,36.12704
2023,06,01,2023,08,31,PCDS_HAZELGREEN_AL,10,10,aod,on,-86.556889,34.89893
2023,06,01,2023,08,31,Xavier_Univ_LA,10,10,aod,on,-90.1074,29.9643
2023,06,01,2023,08,31,NRL_CEOBS_MBAYCAUSA,10,10,aod,on,-121.840389,36.905678
